run,direction,strategy,sharpe,sortino,treynor,information,calmar,cum_ret,mdd,mer
228,short,weighted,0.4966772854863428,0.9505211507360917,0.0793116639021309,4.741271743418623,0.20979519228441862,0.900887014877547,0.3526172604038035,0.013269598225691794
229,long,baseline,0.0415480831509256,0.07303223114797902,0.017009546371931496,-0.0025738275017492323,-0.07389681131342363,-0.4203548208550001,0.7956228175383679,-7.932751899461624e-05
229,long,gps,-0.0938918611204236,-0.18736775382621532,-0.036473238043781525,-0.15045937394291312,-0.12325861348642404,-0.6132789479827085,0.8127682042039873,-0.004423400920150785
229,long,weighted,0.1199397719927479,0.19299145344368554,0.017380757363171982,,0.015017398089584761,0.06441565423201578,0.4634844068777072,0.0
229,short,baseline,-0.15047590289052687,-0.24974201796604104,-0.10171940308024247,0.007412120937755592,-0.14736095695404458,-0.6511993492942871,0.7494521353462822,0.00021954470430466655
229,short,gps,0.05413664249011811,0.11300334815635546,0.021107964047547556,0.2061651493368013,-0.07545040741266754,-0.4088974934210299,0.7520809924403861,0.0065518368664939895
229,short,weighted,0.6174412962798412,1.1803092820472934,0.09161723232770025,4.978907780607679,0.19626249599258183,1.1195044626435444,0.4435225564337252,0.012635206459727023
230,long,baseline,0.12230953066141638,0.19647377511352074,0.07849262190375232,-0.1624956618712397,-0.01656097530879381,-0.08578862722932246,0.5987839379917319,-0.004219402735289234
230,long,gps,0.6333799102120562,1.4279386278188329,0.2535096962850104,0.4588659331916392,0.4830039082192859,4.505114071936217,0.4320233370710198,0.015558970452482392
230,long,weighted,0.6272067764649476,1.0092551024430063,0.0886177335841845,,0.2610013562038122,1.0273567173528533,0.3129920086684357,0.0
230,short,baseline,0.5360819116645001,0.9979666728244306,0.25321151989192403,0.8583108288502782,0.3320020572180428,2.644304787242875,0.46542017761091015,0.030828137003023184
230,short,gps,0.6061038399693608,1.1581747964509976,0.21741845101425641,0.9769163155976017,0.3670557413594626,3.7447498825321865,0.5145573231286507,0.03252356574322127
